complex,seed,rmsd
7WDT_NGS,39,0.9704
7WDT_NGS,4,1.3276
7WDT_NGS,5,1.5938
7WDT_NGS,6,2.8109
7WDT_NGS,7,1.3479
7WDT_NGS,8,1.8125
7WDT_NGS,9,1.1128
7WJB_BGC,0,3.6757
7WJB_BGC,1,2.8420
7WJB_BGC,10,2.7890
7WJB_BGC,11,3.6196
7WJB_BGC,12,0.9732
7WJB_BGC,13,1.3571
7WJB_BGC,14,0.2803
7WJB_BGC,15,0.4655
7WJB_BGC,16,4.2231
7WJB_BGC,17,2.7791
7WJB_BGC,18,3.6571
7WJB_BGC,19,1.2507
7WJB_BGC,2,4.0671
7WJB_BGC,20,0.3709
7WJB_BGC,21,4.2690
7WJB_BGC,22,3.6266
7WJB_BGC,23,3.9588
7WJB_BGC,24,0.4982
7WJB_BGC,25,3.4113
7WJB_BGC,26,0.5371
7WJB_BGC,27,3.5883
7WJB_BGC,28,0.5878
7WJB_BGC,29,4.3546
7WJB_BGC,3,0.2921
7WJB_BGC,30,0.3711
7WJB_BGC,31,3.8999
7WJB_BGC,32,0.4481
7WJB_BGC,33,0.4587
7WJB_BGC,34,3.5629
7WJB_BGC,35,3.5625
7WJB_BGC,36,1.3192
7WJB_BGC,37,2.7742
7WJB_BGC,38,3.6017
7WJB_BGC,39,4.2454
7WJB_BGC,4,0.4330
7WJB_BGC,5,0.3641
7WJB_BGC,6,0.7624
7WJB_BGC,7,0.7520
7WJB_BGC,8,3.2550
7WJB_BGC,9,0.7887
7WKL_CAQ,0,0.9167
7WKL_CAQ,1,0.5399
7WKL_CAQ,10,1.2064
7WKL_CAQ,11,0.7229
7WKL_CAQ,12,0.4513
7WKL_CAQ,13,0.8072
7WKL_CAQ,14,0.3605
7WKL_CAQ,15,0.7642
7WKL_CAQ,16,0.3512
7WKL_CAQ,17,0.7496
7WKL_CAQ,18,0.6048
7WKL_CAQ,19,0.6089
7WKL_CAQ,2,0.7473
7WKL_CAQ,20,0.4603
7WKL_CAQ,21,0.4702
7WKL_CAQ,22,2.0166
7WKL_CAQ,23,0.2769
7WKL_CAQ,24,2.3205
7WKL_CAQ,25,2.3002
7WKL_CAQ,26,0.6845
7WKL_CAQ,27,0.5802
7WKL_CAQ,28,1.5845
7WKL_CAQ,29,1.2157
7WKL_CAQ,3,0.9984
7WKL_CAQ,30,0.4597
7WKL_CAQ,31,0.9588
7WKL_CAQ,32,0.7632
7WKL_CAQ,33,0.3558
7WKL_CAQ,34,1.9685
7WKL_CAQ,35,0.9831
7WKL_CAQ,36,0.5545
7WKL_CAQ,37,0.8475
7WKL_CAQ,38,0.4849
7WKL_CAQ,39,0.9587
7WKL_CAQ,4,0.8142
7WKL_CAQ,5,0.2804
7WKL_CAQ,6,0.6836
7WKL_CAQ,7,1.1364
7WKL_CAQ,8,0.5323
7WKL_CAQ,9,0.4133
7WL4_JFU,0,5.5830
7WL4_JFU,1,2.5478
7WL4_JFU,10,5.5658
7WL4_JFU,11,1.2659
7WL4_JFU,12,1.2155
7WL4_JFU,13,5.4292
7WL4_JFU,14,1.3375
7WL4_JFU,15,5.4709
7WL4_JFU,16,1.6945
7WL4_JFU,17,5.3843
7WL4_JFU,18,1.4629
7WL4_JFU,19,0.6512
7WL4_JFU,2,5.4288
7WL4_JFU,20,2.2674
7WL4_JFU,21,1.4464
7WL4_JFU,22,5.2804
7WL4_JFU,23,2.0095
7WL4_JFU,24,4.9957
7WL4_JFU,25,0.7929
7WL4_JFU,26,5.5764
7WL4_JFU,27,1.7208
7WL4_JFU,28,5.4567
7WL4_JFU,29,4.9213
7WL4_JFU,3,1.3493
7WL4_JFU,30,6.1063
7WL4_JFU,31,1.4217
7WL4_JFU,32,1.7936
7WL4_JFU,33,5.6127
7WL4_JFU,34,1.7466
7WL4_JFU,35,1.9377
7WL4_JFU,36,5.6518
7WL4_JFU,37,1.5127
7WL4_JFU,38,0.8613
7WL4_JFU,39,1.2987
7WL4_JFU,4,5.5818
7WL4_JFU,5,1.5734
7WL4_JFU,6,1.6001
7WL4_JFU,7,1.5732
7WL4_JFU,8,5.4621
7WL4_JFU,9,5.5013
7WPW_F15,0,1.4726
7WPW_F15,1,1.4712
7WPW_F15,10,1.8994
7WPW_F15,11,1.6164
7WPW_F15,12,1.2732
7WPW_F15,13,1.5302
7WPW_F15,14,1.3832
7WPW_F15,15,2.4744
7WPW_F15,16,5.6020
7WPW_F15,17,2.6737
7WPW_F15,18,2.0806
7WPW_F15,19,1.0068
7WPW_F15,2,1.5942
7WPW_F15,20,2.3243
7WPW_F15,21,1.6093
7WPW_F15,22,1.7936
7WPW_F15,23,3.6077
7WPW_F15,24,1.2876
7WPW_F15,25,2.3376
7WPW_F15,26,1.7146
7WPW_F15,27,1.3813
7WPW_F15,28,1.8800
7WPW_F15,29,2.7950
7WPW_F15,3,1.8115
7WPW_F15,30,3.9651
7WPW_F15,31,5.8942
7WPW_F15,32,1.3308
7WPW_F15,33,1.6767
7WPW_F15,34,5.5451
7WPW_F15,35,2.0841
7WPW_F15,36,1.0670
7WPW_F15,37,1.5158
7WPW_F15,38,1.7310
7WPW_F15,39,1.3676
7WPW_F15,4,3.7701
7WPW_F15,5,1.7237
7WPW_F15,6,5.7749
7WPW_F15,7,1.6800
7WPW_F15,8,2.0228
7WPW_F15,9,1.4239
7WQQ_5Z6,0,0.6216
7WQQ_5Z6,1,1.0195
7WQQ_5Z6,10,0.8830
7WQQ_5Z6,11,0.7915
7WQQ_5Z6,12,0.6094
7WQQ_5Z6,13,0.9615
7WQQ_5Z6,14,0.6854
7WQQ_5Z6,15,0.9250
7WQQ_5Z6,16,0.4265
7WQQ_5Z6,17,0.7365
7WQQ_5Z6,18,0.5486
7WQQ_5Z6,19,1.0639
7WQQ_5Z6,2,1.0009
7WQQ_5Z6,20,1.0238
7WQQ_5Z6,21,0.9518
7WQQ_5Z6,22,0.9948
7WQQ_5Z6,23,0.8871
7WQQ_5Z6,24,0.7224
7WQQ_5Z6,25,0.7573
7WQQ_5Z6,26,0.4044
7WQQ_5Z6,27,0.5654
7WQQ_5Z6,28,0.5579
7WQQ_5Z6,29,0.7143
7WQQ_5Z6,3,0.9177
7WQQ_5Z6,30,0.6309
7WQQ_5Z6,31,0.5513
7WQQ_5Z6,32,0.7887
7WQQ_5Z6,33,1.0994
7WQQ_5Z6,34,0.9440
7WQQ_5Z6,35,0.9731
7WQQ_5Z6,36,0.8925
7WQQ_5Z6,37,0.8495
7WQQ_5Z6,38,0.7473
7WQQ_5Z6,39,0.7670
7WQQ_5Z6,4,0.5242
7WQQ_5Z6,5,0.8175
7WQQ_5Z6,6,0.9376
7WQQ_5Z6,7,0.9102
7WQQ_5Z6,8,0.6162
7WQQ_5Z6,9,0.6974
7WUX_6OI,0,6.2231
7WUX_6OI,1,5.9386
7WUX_6OI,10,6.4737
7WUX_6OI,11,6.1525
7WUX_6OI,12,6.3815
7WUX_6OI,13,5.7899
7WUX_6OI,14,1.8290
7WUX_6OI,15,5.5676
7WUX_6OI,16,6.6680
7WUX_6OI,17,5.9400
7WUX_6OI,18,6.4834
7WUX_6OI,19,6.2351
7WUX_6OI,2,6.4356
7WUX_6OI,20,6.4369
7WUX_6OI,21,5.3961
7WUX_6OI,22,6.4021
7WUX_6OI,23,6.0765
7WUX_6OI,24,2.2070
7WUX_6OI,25,2.6135
7WUX_6OI,26,6.0041
7WUX_6OI,27,6.6527
7WUX_6OI,28,6.5509
7WUX_6OI,29,5.8405
7WUX_6OI,3,6.8219
7WUX_6OI,30,3.7147
7WUX_6OI,31,5.1054
7WUX_6OI,32,6.4154
7WUX_6OI,33,6.5953
7WUX_6OI,34,7.1751
7WUX_6OI,35,5.7369
7WUX_6OI,36,6.4513
7WUX_6OI,37,6.0603
7WUX_6OI,38,3.1536
7WUX_6OI,39,5.5889
7WUX_6OI,4,6.1921
7WUX_6OI,5,6.4564
7WUX_6OI,6,5.9809
7WUX_6OI,7,5.5283
7WUX_6OI,8,6.3687
7WUX_6OI,9,5.1068
7WUY_76N,0,7.0642
7WUY_76N,1,2.0408
7WUY_76N,10,7.6361
7WUY_76N,11,2.2738
7WUY_76N,12,7.5385
7WUY_76N,13,1.7787
7WUY_76N,14,7.2258
7WUY_76N,15,7.8551
7WUY_76N,16,7.6432
7WUY_76N,17,7.1765
7WUY_76N,18,2.6726
7WUY_76N,19,7.9182
7WUY_76N,2,7.5857
7WUY_76N,20,2.9935
7WUY_76N,21,2.3657
7WUY_76N,22,7.0164
7WUY_76N,23,7.5687
7WUY_76N,24,2.3256
7WUY_76N,25,6.4156
7WUY_76N,26,7.7642
7WUY_76N,27,7.8571
7WUY_76N,28,7.1840
7WUY_76N,29,7.7150
7WUY_76N,3,7.7961
7WUY_76N,30,2.5535
7WUY_76N,31,7.8962
7WUY_76N,32,7.6887
7WUY_76N,33,6.3638
7WUY_76N,34,7.8887
7WUY_76N,35,2.5052
7WUY_76N,36,7.7683
7WUY_76N,37,2.6178
7WUY_76N,38,1.8403
7WUY_76N,39,2.8916
7WUY_76N,4,7.6878
7WUY_76N,5,2.3717
7WUY_76N,6,7.9044
7WUY_76N,7,7.7336
7WUY_76N,8,7.8745
7WUY_76N,9,2.7150
7WY1_D0L,0,1.5424
7WY1_D0L,1,3.9298
7WY1_D0L,10,3.7379
7WY1_D0L,11,1.6682
7WY1_D0L,12,4.5358
7WY1_D0L,13,1.4468
7WY1_D0L,14,8.9991
7WY1_D0L,15,3.7545
7WY1_D0L,16,2.8486
7WY1_D0L,17,3.5859
7WY1_D0L,18,3.9699
7WY1_D0L,19,9.1164
7WY1_D0L,2,2.5969
7WY1_D0L,20,3.7955
7WY1_D0L,21,1.6437
7WY1_D0L,22,3.6069
7WY1_D0L,23,9.1726
7WY1_D0L,24,2.0742
7WY1_D0L,25,1.5313
7WY1_D0L,26,1.4895
7WY1_D0L,27,4.1158
7WY1_D0L,28,4.3226
7WY1_D0L,29,3.5799
7WY1_D0L,3,3.4976
7WY1_D0L,30,3.7033
7WY1_D0L,31,2.7493
7WY1_D0L,32,3.7175
7WY1_D0L,33,3.6131
7WY1_D0L,34,3.9875
7WY1_D0L,35,0.9244
7WY1_D0L,36,1.4818
7WY1_D0L,37,2.2408
7WY1_D0L,37,4.0331
7WY1_D0L,38,1.4774
7WY1_D0L,39,1.2751
7WY1_D0L,4,1.5975
7WY1_D0L,5,1.2269
7WY1_D0L,6,1.6128
7WY1_D0L,7,0.9551
7WY1_D0L,8,3.4726
7WY1_D0L,9,7.7196
7X5N_5M5,0,0.5996
7X5N_5M5,1,2.0874
7X5N_5M5,10,0.8206
7X5N_5M5,11,1.0749
7X5N_5M5,12,0.6081
7X5N_5M5,13,1.3398
7X5N_5M5,14,0.7834
7X5N_5M5,15,1.1809
7X5N_5M5,16,0.6209
7X5N_5M5,17,0.9627
7X5N_5M5,18,1.2140
7X5N_5M5,19,0.5930
7X5N_5M5,2,1.1154
7X5N_5M5,20,1.1007
7X5N_5M5,21,1.0722
7X5N_5M5,22,1.5613
7X5N_5M5,23,1.0835
7X5N_5M5,24,0.6324
7X5N_5M5,25,1.0197
7X5N_5M5,26,1.0935
7X5N_5M5,27,1.8963
7X5N_5M5,28,0.9132
7X5N_5M5,29,1.1559
7X5N_5M5,3,0.6718
7X5N_5M5,30,0.9650
7X5N_5M5,31,0.9151
7X5N_5M5,32,1.0210
7X5N_5M5,33,1.5513
7X5N_5M5,34,1.0242
7X5N_5M5,35,0.8744
7X5N_5M5,36,3.6420
7X5N_5M5,36,0.8872
7X5N_5M5,37,3.3508
7X5N_5M5,38,1.4629
7X5N_5M5,39,1.0566
7X5N_5M5,4,0.7801
7X5N_5M5,5,0.7836
7X5N_5M5,6,0.8473
7X5N_5M5,7,3.6280
7X5N_5M5,8,0.8802
7X5N_5M5,9,0.8197
7X9K_8OG,0,3.4008
7X9K_8OG,1,1.5335
7X9K_8OG,10,3.4540
7X9K_8OG,11,0.8293
7X9K_8OG,12,2.9244
7X9K_8OG,13,2.7103
7X9K_8OG,14,2.1052
7X9K_8OG,15,0.8499
7X9K_8OG,16,2.7958
7X9K_8OG,17,3.1461
7X9K_8OG,18,3.2399
7X9K_8OG,19,3.4875
7X9K_8OG,2,1.2975
7X9K_8OG,20,1.5091
7X9K_8OG,21,0.6536
7X9K_8OG,22,0.7189
7X9K_8OG,23,1.1857
7X9K_8OG,24,1.6849
7X9K_8OG,25,1.0663
7X9K_8OG,26,2.1018
7X9K_8OG,27,3.8519
7X9K_8OG,28,1.7776
7X9K_8OG,29,3.1101
7X9K_8OG,3,2.7859
7X9K_8OG,30,1.7925
7X9K_8OG,31,0.8154
7X9K_8OG,32,4.1663
7X9K_8OG,33,3.1216
7X9K_8OG,34,1.8433
7X9K_8OG,35,1.4192
7X9K_8OG,36,3.4608
7X9K_8OG,37,3.1239
7X9K_8OG,38,2.3762
7X9K_8OG,39,3.2470
7X9K_8OG,4,1.2357
7X9K_8OG,5,3.3120
7X9K_8OG,6,1.3579
7X9K_8OG,7,1.3980
7X9K_8OG,8,2.8958
7X9K_8OG,9,2.8356
7XBV_APC,0,3.3010
7XBV_APC,1,2.8470
7XBV_APC,10,2.1612
7XBV_APC,11,2.7281
7XBV_APC,12,2.9288
7XBV_APC,13,2.8316
7XBV_APC,14,3.5143
7XBV_APC,15,1.7063
7XBV_APC,16,2.6146
7XBV_APC,16,3.1305
7XBV_APC,17,3.2915
7XBV_APC,18,2.4859
7XBV_APC,19,2.9897
7XBV_APC,2,1.9062
7XBV_APC,20,2.2848
7XBV_APC,21,2.4854
7XBV_APC,22,3.4653
7XBV_APC,23,2.8457
7XBV_APC,24,2.9698
7XBV_APC,25,3.1513
7XBV_APC,26,3.3112
7XBV_APC,27,1.6275
7XBV_APC,28,2.7084
7XBV_APC,29,2.8050
7XBV_APC,3,2.4868
7XBV_APC,30,2.8506
7XBV_APC,31,2.5849
7XBV_APC,32,2.7677
7XBV_APC,33,3.6439
7XBV_APC,34,2.9121
7XBV_APC,35,2.8925
7XBV_APC,36,3.1391
7XBV_APC,37,2.3124
7XBV_APC,38,2.2510
7XBV_APC,39,3.2846
7XBV_APC,4,2.5959
7XBV_APC,5,2.1207
7XBV_APC,6,3.5620
7XBV_APC,7,3.6611
7XBV_APC,8,2.6943
7XBV_APC,9,2.4283
7XFA_D9J,0,3.2177
7XFA_D9J,1,2.0155
7XFA_D9J,10,3.8275
7XFA_D9J,11,2.9007
7XFA_D9J,12,2.8181
7XFA_D9J,13,2.7628
7XFA_D9J,14,2.5967
7XFA_D9J,15,1.1399
7XFA_D9J,16,3.6003
7XFA_D9J,17,2.5485
7XFA_D9J,18,2.3100
7XFA_D9J,19,3.4139
7XFA_D9J,2,3.2060
7XFA_D9J,20,4.7416
7XFA_D9J,21,3.0062
7XFA_D9J,22,1.9394
7XFA_D9J,23,2.6529
7XFA_D9J,24,2.3072
7XFA_D9J,25,3.8688
7XFA_D9J,26,9.7755
7XFA_D9J,27,2.6301
7XFA_D9J,28,1.6097
7XFA_D9J,29,3.1484
7XFA_D9J,3,3.1074
7XFA_D9J,30,2.9018
7XFA_D9J,31,2.8917
7XFA_D9J,32,4.1953
7XFA_D9J,33,1.9765
7XFA_D9J,34,3.0935
7XFA_D9J,35,2.3655
7XFA_D9J,36,3.0596
7XFA_D9J,37,2.0953
7XFA_D9J,38,3.3723
7XFA_D9J,39,2.7820
7XFA_D9J,4,3.5756
7XFA_D9J,5,2.0984
7XFA_D9J,6,3.3605
7XFA_D9J,7,3.7663
7XFA_D9J,8,3.2796
7XFA_D9J,9,3.6505
7XG5_PLP,0,2.5414
7XG5_PLP,1,0.8043
7XG5_PLP,10,2.7554
7XG5_PLP,11,0.8288
7XG5_PLP,12,2.6806
7XG5_PLP,13,1.0920
7XG5_PLP,14,0.9249
7XG5_PLP,15,0.7576
7XG5_PLP,16,1.3773
7XG5_PLP,17,1.4761
7XG5_PLP,18,1.0463
7XG5_PLP,19,1.1902
7XG5_PLP,2,1.0842
7XG5_PLP,20,2.6310
7XG5_PLP,20,2.7335
7XG5_PLP,21,1.0483
7XG5_PLP,22,2.5146
7XG5_PLP,23,1.3754
7XG5_PLP,24,1.0615
7XG5_PLP,25,1.2147
7XG5_PLP,26,0.8629
7XG5_PLP,27,0.8589
7XG5_PLP,28,1.0916
7XG5_PLP,29,2.5431
7XG5_PLP,3,1.1089
7XG5_PLP,30,2.8435
7XG5_PLP,31,1.1225
7XG5_PLP,32,0.9520
7XG5_PLP,33,0.6738
7XG5_PLP,34,1.0065
7XG5_PLP,35,1.1638
7XG5_PLP,36,1.0849
7XG5_PLP,37,2.6370
7XG5_PLP,38,1.1532
7XG5_PLP,39,2.1546
7XG5_PLP,4,0.6182
7XG5_PLP,5,2.4569
7XG5_PLP,6,1.5307
7XG5_PLP,7,0.7171
7XG5_PLP,8,1.3359
7XG5_PLP,9,2.6984
7XI7_4RI,0,3.5436
7XI7_4RI,1,1.3874
7XI7_4RI,10,3.5227
7XI7_4RI,11,1.3284
7XI7_4RI,12,4.6574
7XI7_4RI,13,1.6461
7XI7_4RI,14,1.0465
7XI7_4RI,15,1.0394
7XI7_4RI,16,1.3320
7XI7_4RI,17,1.6542
7XI7_4RI,18,1.3678
7XI7_4RI,19,1.2834
7XI7_4RI,2,1.5939
7XI7_4RI,20,1.3257
7XI7_4RI,21,0.9281
7XI7_4RI,22,1.5160
7XI7_4RI,23,1.5766
7XI7_4RI,24,0.9243
7XI7_4RI,25,1.6285
7XI7_4RI,26,1.3530
7XI7_4RI,27,2.7526
7XI7_4RI,28,1.1879
7XI7_4RI,29,1.4324
7XI7_4RI,3,1.0775
7XI7_4RI,30,3.7047
7XI7_4RI,31,1.1826
7XI7_4RI,32,1.4435
7XI7_4RI,33,1.8060
7XI7_4RI,34,0.9480
7XI7_4RI,35,5.3540
7XI7_4RI,36,2.3703
7XI7_4RI,37,1.0830
7XI7_4RI,38,3.8273
7XI7_4RI,39,1.3729
7XI7_4RI,4,1.9053
7XI7_4RI,5,4.3940
7XI7_4RI,6,3.7516
7XI7_4RI,7,3.6589
7XI7_4RI,8,4.6647
7XI7_4RI,9,3.8436
7XJN_NSD,0,1.3439
7XJN_NSD,1,1.5102
7XJN_NSD,10,0.9681
7XJN_NSD,11,1.1801
7XJN_NSD,12,1.8679
7XJN_NSD,13,0.8018
7XJN_NSD,14,1.1715
7XJN_NSD,15,1.3229
7XJN_NSD,16,1.0272
7XJN_NSD,17,1.5437
7XJN_NSD,18,0.8471
7XJN_NSD,19,0.9719
7XJN_NSD,2,0.8606
7XJN_NSD,20,1.7366
7XJN_NSD,21,0.7311
7XJN_NSD,22,1.1343
7XJN_NSD,23,1.1075
7XJN_NSD,24,1.2514
7XJN_NSD,25,1.0478
7XJN_NSD,26,1.1989
7XJN_NSD,27,1.6445
7XJN_NSD,28,1.2655
7XJN_NSD,29,1.1124
7XJN_NSD,3,1.0125
7XJN_NSD,30,1.4432
7XJN_NSD,31,1.4386
7XJN_NSD,32,1.5610
7XJN_NSD,33,1.3254
7XJN_NSD,34,1.0538
7XJN_NSD,35,1.8377
7XJN_NSD,36,0.7896
7XJN_NSD,37,1.3536
7XJN_NSD,38,2.0815
7XJN_NSD,39,1.2523
7XJN_NSD,4,1.1847
7XJN_NSD,5,1.3681
7XJN_NSD,6,1.0870
7XJN_NSD,7,0.9247
7XJN_NSD,8,1.1320
7XJN_NSD,9,1.5077
7XQZ_FPF,0,2.3138
7XQZ_FPF,1,2.0377
7XQZ_FPF,10,1.6254
7XQZ_FPF,11,1.8166
7XQZ_FPF,12,2.4104
7XQZ_FPF,13,2.0085
7XQZ_FPF,14,1.6418
7XQZ_FPF,15,2.5107
7XQZ_FPF,16,2.2280
7XQZ_FPF,17,1.7382
7XQZ_FPF,18,1.2836
7XQZ_FPF,19,1.7794
7XQZ_FPF,2,1.9510
7XQZ_FPF,20,2.0117
7XQZ_FPF,21,2.1084
7XQZ_FPF,22,2.4546
7XQZ_FPF,23,2.8086
7XQZ_FPF,24,2.0947
7XQZ_FPF,25,2.1702
7XQZ_FPF,26,1.8726
7XQZ_FPF,27,1.7592
7XQZ_FPF,28,2.0577
7XQZ_FPF,29,2.3892
7XQZ_FPF,3,2.1175
7XQZ_FPF,30,2.1531
7XQZ_FPF,31,2.3661
7XQZ_FPF,32,2.1999
7XQZ_FPF,33,2.3997
7XQZ_FPF,34,1.4911
7XQZ_FPF,35,2.8717
7XQZ_FPF,36,1.3517
7XQZ_FPF,37,1.8189
7XQZ_FPF,38,2.3384
7XQZ_FPF,39,2.1985
7XQZ_FPF,4,1.9983
7XQZ_FPF,5,2.5007
7XQZ_FPF,6,2.3312
7XQZ_FPF,7,2.4143
7XQZ_FPF,8,2.5090
7XQZ_FPF,9,2.1869
7XRL_FWK,0,5.0451
7XRL_FWK,1,5.3076
7XRL_FWK,10,5.1471
7XRL_FWK,11,4.7165
7XRL_FWK,12,6.2866
7XRL_FWK,13,5.5398
7XRL_FWK,14,5.8429
7XRL_FWK,15,5.6803
7XRL_FWK,16,5.6405
7XRL_FWK,17,4.8776
7XRL_FWK,18,5.2919
7XRL_FWK,19,4.8929
7XRL_FWK,2,5.7090
7XRL_FWK,20,5.4669
7XRL_FWK,21,5.6823
7XRL_FWK,22,5.7718
7XRL_FWK,23,5.7846
7XRL_FWK,24,5.7737
7XRL_FWK,25,5.6082
7XRL_FWK,26,5.1915
7XRL_FWK,27,5.4371
7XRL_FWK,28,4.9850
7XRL_FWK,29,5.5005
7XRL_FWK,3,5.7118
7XRL_FWK,30,5.8928
7XRL_FWK,31,5.5885
7XRL_FWK,32,5.4792
7XRL_FWK,33,5.7817
7XRL_FWK,34,5.5388
7XRL_FWK,35,5.7751
7XRL_FWK,36,5.8330
7XRL_FWK,37,5.0381
7XRL_FWK,38,5.4556
7XRL_FWK,39,5.8248
7XRL_FWK,4,5.4574
7XRL_FWK,5,5.4890
7XRL_FWK,6,3.7640
7XRL_FWK,7,4.8837
7XRL_FWK,8,5.7132
7XRL_FWK,9,5.3788
7YZU_DO7,0,3.2638
7YZU_DO7,1,1.2041
7YZU_DO7,10,0.9835
7YZU_DO7,11,1.1869
7YZU_DO7,12,1.2936
7YZU_DO7,13,0.9077
7YZU_DO7,14,0.8514
7YZU_DO7,15,1.4344
7YZU_DO7,16,1.2418
7YZU_DO7,17,0.6863
7YZU_DO7,18,1.0967
7YZU_DO7,19,1.4800
7YZU_DO7,2,3.0126
7YZU_DO7,20,1.0135
7YZU_DO7,21,1.0875
7YZU_DO7,22,0.7653
7YZU_DO7,23,1.3627
7YZU_DO7,24,0.8660
7YZU_DO7,25,0.6020
7YZU_DO7,26,1.0358
7YZU_DO7,27,0.8478
7YZU_DO7,28,1.2541
7YZU_DO7,29,0.6326
7YZU_DO7,3,1.1021
7YZU_DO7,30,1.2856
7YZU_DO7,31,1.2068
7YZU_DO7,32,1.3692
7YZU_DO7,33,0.6383
7YZU_DO7,34,2.3930
7YZU_DO7,35,1.2213
7YZU_DO7,36,1.0107
7YZU_DO7,37,1.9317
7YZU_DO7,38,1.2133
7YZU_DO7,39,1.3829
7YZU_DO7,4,1.3088
7YZU_DO7,5,0.8607
7YZU_DO7,6,1.0418
7YZU_DO7,7,2.9022
7YZU_DO7,8,3.0101
7YZU_DO7,9,1.0361
7Z1Q_NIO,0,2.0655
7Z1Q_NIO,1,3.6636
7Z1Q_NIO,10,1.2695
7Z1Q_NIO,11,1.8561
7Z1Q_NIO,12,1.7445
7Z1Q_NIO,13,1.7829
7Z1Q_NIO,14,1.2953
7Z1Q_NIO,15,1.6947
7Z1Q_NIO,16,1.5326
7Z1Q_NIO,17,0.4858
7Z1Q_NIO,18,2.0248
7Z1Q_NIO,19,1.2947
7Z1Q_NIO,2,0.8827
7Z1Q_NIO,20,1.0089
7Z1Q_NIO,21,1.2995
7Z1Q_NIO,22,1.6318
7Z1Q_NIO,23,1.8144
7Z1Q_NIO,24,1.9389
7Z1Q_NIO,25,1.4527
7Z1Q_NIO,26,1.7354
7Z1Q_NIO,27,1.2164
7Z1Q_NIO,28,1.1324
7Z1Q_NIO,29,1.7414
7Z1Q_NIO,3,1.4881
7Z1Q_NIO,30,1.9250
7Z1Q_NIO,31,0.8941
7Z1Q_NIO,32,1.5652
7Z1Q_NIO,33,2.0755
7Z1Q_NIO,34,2.0442
7Z1Q_NIO,35,1.9842
7Z1Q_NIO,36,1.6263
7Z1Q_NIO,37,0.7924
7Z1Q_NIO,38,1.9208
7Z1Q_NIO,39,1.3412
7Z1Q_NIO,4,1.9684
7Z1Q_NIO,5,2.0564
7Z1Q_NIO,6,2.0217
7Z1Q_NIO,7,1.4312
7Z1Q_NIO,8,1.4536
7Z1Q_NIO,9,1.3843
7Z2O_IAJ,0,1.9805
7Z2O_IAJ,1,3.1187
7Z2O_IAJ,10,3.0032
7Z2O_IAJ,11,3.1245
7Z2O_IAJ,12,3.1217
7Z2O_IAJ,13,2.9964
7Z2O_IAJ,14,2.9997
7Z2O_IAJ,15,3.0663
7Z2O_IAJ,16,3.0633
7Z2O_IAJ,17,3.0726
7Z2O_IAJ,18,3.1227
7Z2O_IAJ,19,3.0939
7Z2O_IAJ,2,3.0526
7Z2O_IAJ,20,3.0278
7Z2O_IAJ,21,2.9966
7Z2O_IAJ,22,3.3503
7Z2O_IAJ,23,3.0039
7Z2O_IAJ,24,3.0753
7Z2O_IAJ,25,2.9969
7Z2O_IAJ,26,3.2673
7Z2O_IAJ,27,3.1238
7Z2O_IAJ,28,1.6784
7Z2O_IAJ,29,3.0386
7Z2O_IAJ,3,2.0839
7Z2O_IAJ,30,3.1129
7Z2O_IAJ,31,3.1570
7Z2O_IAJ,32,3.0758
7Z2O_IAJ,33,3.0155
7Z2O_IAJ,34,3.0512
7Z2O_IAJ,35,3.1672
7Z2O_IAJ,36,3.0405
7Z2O_IAJ,37,3.0314
7Z2O_IAJ,38,3.0991
7Z2O_IAJ,39,3.0905
7Z2O_IAJ,4,3.0572
7Z2O_IAJ,5,3.2900
7Z2O_IAJ,6,3.1646
7Z2O_IAJ,7,3.0556
7Z2O_IAJ,8,2.2875
7Z2O_IAJ,9,3.0087
7Z7F_IF3,0,4.1467
7Z7F_IF3,1,0.2520
7Z7F_IF3,10,3.7274
7Z7F_IF3,11,4.0732
7Z7F_IF3,12,3.9949
7Z7F_IF3,13,3.5475
7Z7F_IF3,14,0.5918
7Z7F_IF3,15,4.1624
7Z7F_IF3,16,4.0678
7Z7F_IF3,17,4.0582
7Z7F_IF3,18,3.7183
7Z7F_IF3,19,3.5175
7Z7F_IF3,2,3.4449
7Z7F_IF3,20,3.8445
7Z7F_IF3,21,0.7037
7Z7F_IF3,22,3.3531
7Z7F_IF3,23,4.1709
7Z7F_IF3,24,3.7167
7Z7F_IF3,25,4.0491
7Z7F_IF3,26,3.6432
7Z7F_IF3,27,4.2532
7Z7F_IF3,28,4.3613
7Z7F_IF3,29,0.2224
7Z7F_IF3,3,3.6417
7Z7F_IF3,30,0.4901
7Z7F_IF3,31,3.3260
7Z7F_IF3,32,4.0484
7Z7F_IF3,33,3.7930
7Z7F_IF3,34,3.9368
7Z7F_IF3,35,3.8163
7Z7F_IF3,36,3.6361
7Z7F_IF3,37,3.5938
7Z7F_IF3,38,3.3417
7Z7F_IF3,39,4.3439
7Z7F_IF3,4,0.7229
7Z7F_IF3,5,3.6655
7Z7F_IF3,6,3.6027
7Z7F_IF3,7,3.6402
7Z7F_IF3,8,3.6362
7Z7F_IF3,9,3.8567
7ZCC_OGA,0,1.0921
7ZCC_OGA,1,1.3841
7ZCC_OGA,1,1.1309
7ZCC_OGA,10,4.2305
7ZCC_OGA,11,1.1571
7ZCC_OGA,12,4.3983
7ZCC_OGA,13,4.6261
